distribution,nu,alloc_index,n1,n2,rho,rep,L0,L_dense,L_RBPB,m_dense,m_rbpb,eps_hat,tau,zero,sentinel,sentinel_falling,mcse_at_pick,cond_source,cond_target,runtime_s,B,boot_seed,n_warnings,failure
t5,5.0,0,48,192,0.25,3599,0.6466180775740552,0.3479829152605512,0.408792567515661,31.0,18.0,0.2883836849454012,0.016021315830300066,False,False,False,0.005398389271764536,8.598512200283075,6.602983417955828,0.0062173749902285635,250,"(20260922, 1, 0, 0, 3599)",0,
t5,5.0,0,48,192,0.25,3600,0.21149708252490992,0.3482902333638815,0.26021487689957434,31.0,18.0,0.33587058496835825,0.01865947694268657,False,False,False,0.004596172059652743,5.29946204274473,4.161054690060154,0.006166042003314942,250,"(20260922, 1, 0, 0, 3600)",0,
t5,5.0,0,48,192,0.25,3601,0.4162139235897303,0.310398379618864,0.30937623139427034,31.0,16.0,0.2943169895003217,0.018394811843770106,False,False,False,0.004812280517166155,4.1348845243829855,4.992281209629253,0.006184874975588173,250,"(20260922, 1, 0, 0, 3601)",0,
t5,5.0,0,48,192,0.25,3602,0.3304261641498276,0.5734243710249141,0.449677581494355,31.0,18.0,0.36988672538373646,0.020549262521318692,False,False,False,0.005011611602590627,4.224914901399057,3.7861767822783627,0.0061616249731741846,250,"(20260922, 1, 0, 0, 3602)",0,
t5,5.0,0,48,192,0.25,3603,0.4562209727517699,0.4624535501660232,0.4178745513910311,31.0,18.0,0.3636727864133565,0.020204043689630916,False,False,False,0.005813940199216446,7.647117716194471,4.366534321732321,0.0062068330007605255,250,"(20260922, 1, 0, 0, 3603)",0,
t5,5.0,0,48,192,0.25,3604,0.2828827921128628,0.33953857306002205,0.2764949648585327,31.0,18.0,0.349242898311592,0.01940238323953289,False,False,False,0.005113424011453326,7.109982343330847,3.7014323292258626,0.0062745409668423235,250,"(20260922, 1, 0, 0, 3604)",0,
t5,5.0,0,48,192,0.25,3605,0.47484819592374305,0.4426785466681863,0.4117298547516839,31.0,18.0,0.35435579658908495,0.019686433143838052,False,False,False,0.005237063716523021,12.356350650315894,3.3427449099780158,0.006229124963283539,250,"(20260922, 1, 0, 0, 3605)",0,
t5,5.0,0,48,192,0.25,3606,0.6072221765823278,0.7140671953600383,0.6389107866974336,31.0,18.0,0.37582450349610663,0.020879139083117036,False,False,False,0.004617848221738493,8.004060423414405,4.49766868053034,0.0062383750337176025,250,"(20260922, 1, 0, 0, 3606)",0,
t5,5.0,0,48,192,0.25,3607,0.2963662771036829,0.4029421478554295,0.3237952999411713,31.0,18.0,0.42337910679001667,0.023521061488334258,False,False,False,0.005257762410698017,6.334639579095016,3.266100141258186,0.0062427090015262365,250,"(20260922, 1, 0, 0, 3607)",0,
t5,5.0,0,48,192,0.25,3608,0.5629298273302441,0.39757955881328844,0.41336392575848724,31.0,18.0,0.3351899798604046,0.018621665547800256,False,False,False,0.005816960483306128,6.643237286624806,3.795195288192086,0.006218791997525841,250,"(20260922, 1, 0, 0, 3608)",0,
t5,5.0,0,48,192,0.25,3609,0.42681510192639366,0.2892318375176678,0.29442407895169304,31.0,18.0,0.34891748619016916,0.01938430478834273,False,False,False,0.005937853392471467,6.259833273746827,3.730082467471647,0.00625716702779755,250,"(20260922, 1, 0, 0, 3609)",0,
t5,5.0,0,48,192,0.25,3610,0.7554388761605738,0.3772062452008117,0.4662745526823263,31.0,18.0,0.36060799887617473,0.02003377771534304,False,False,False,0.006980140077120457,6.059674101086464,6.087039752469138,0.006188667030073702,250,"(20260922, 1, 0, 0, 3610)",0,
t5,5.0,0,48,192,0.25,3611,0.35426522027041785,0.21092933474364065,0.21481351317225,31.0,18.0,0.29471450178333425,0.016373027876851902,False,False,False,0.005072492377507687,7.519824911523306,5.217621192391064,0.006206125020980835,250,"(20260922, 1, 0, 0, 3611)",0,
t5,5.0,0,48,192,0.25,3612,0.3686245358157519,0.20839903543853053,0.2202664046243852,31.0,18.0,0.4090411500067177,0.02272450833370654,False,False,False,0.00638817288587505,5.074075525498401,5.292010779937952,0.006200624979101121,250,"(20260922, 1, 0, 0, 3612)",0,
t5,5.0,0,48,192,0.25,3613,0.2715364975158754,0.35268043993603193,0.28216273559683674,31.0,18.0,0.40944425586581673,0.022746903103656485,False,False,False,0.00615743943102663,8.51344182991149,4.245712400123668,0.0062299579731188715,250,"(20260922, 1, 0, 0, 3613)",0,
t5,5.0,0,48,192,0.25,3614,0.5140660067853557,0.3790007361802983,0.38536107302669154,31.0,18.0,0.3377154757037922,0.0187619708724329,False,False,False,0.005177966010825247,4.89818057181183,5.187111762055535,0.006229040969628841,250,"(20260922, 1, 0, 0, 3614)",0,
t5,5.0,0,48,192,0.25,3615,0.7447539515959088,0.41293676812952884,0.4875666147895382,31.0,18.0,0.34636291125847063,0.019242383958803923,False,False,False,0.005934704251322847,3.0576172744998,3.819158340475646,0.006249000027310103,250,"(20260922, 1, 0, 0, 3615)",0,
t5,5.0,0,48,192,0.25,3616,0.9827030892702253,0.6054213651079479,0.6980941046618264,31.0,18.0,0.3637342144756674,0.0202074563597593,False,False,False,0.006922094071188062,7.92026408984945,7.641236078888278,0.006217667018063366,250,"(20260922, 1, 0, 0, 3616)",0,
t5,5.0,0,48,192,0.25,3617,0.8667141349216266,0.4920064546385431,0.5821234131938949,31.0,18.0,0.3779460942536685,0.020997005236314915,False,False,False,0.006550127077292187,3.6065567527935642,4.10279669247416,0.006215875037014484,250,"(20260922, 1, 0, 0, 3617)",0,
t5,5.0,0,48,192,0.25,3618,0.3760965085104513,0.3602813095497222,0.3220867135910713,31.0,18.0,0.3437954872927941,0.019099749294044115,False,False,False,0.005392620439477019,6.446176572566543,3.740152085221105,0.006213082990143448,250,"(20260922, 1, 0, 0, 3618)",0,
t5,5.0,0,48,192,0.25,3619,0.4772470471144378,0.37995166874968195,0.37683490324382996,31.0,16.0,0.29022700373775095,0.018139187733609435,False,False,False,0.004463240845354223,8.503076551710883,7.708525466748105,0.006182624958455563,250,"(20260922, 1, 0, 0, 3619)",0,
t5,5.0,0,48,192,0.25,3620,0.12463039242694697,0.1773419094454175,0.1158262181307192,31.0,18.0,0.34810151455556343,0.019338973030864636,False,False,False,0.006607292474848074,6.959743262560628,4.786449499639274,0.006183625024277717,250,"(20260922, 1, 0, 0, 3620)",0,
t5,5.0,0,48,192,0.25,3621,0.5937710382697804,0.5663154306137963,0.5371172077542172,31.0,18.0,0.3305171110280522,0.018362061723780677,False,False,False,0.004914178215213392,3.734009665472425,4.695359420566869,0.006208583014085889,250,"(20260922, 1, 0, 0, 3621)",0,
t5,5.0,0,48,192,0.25,3622,0.3743040716889436,0.33634944602688355,0.30597244494709774,31.0,18.0,0.29469214253188397,0.016371785696215776,False,False,False,0.004535876278500177,11.927526995093027,3.4870742208894834,0.006186833023093641,250,"(20260922, 1, 0, 0, 3622)",0,
t5,5.0,0,48,192,0.25,3623,1.291523368546272,0.8516595152689205,0.9651159726035698,31.0,18.0,0.3428330704137254,0.01904628168965141,False,False,False,0.005576421431994858,6.873488144584103,4.402536050150305,0.00621604104526341,250,"(20260922, 1, 0, 0, 3623)",0,
t5,5.0,0,48,192,0.25,3624,0.4951182012219823,0.4406227913396189,0.41802305080910973,31.0,18.0,0.3530493891332097,0.019613854951844985,False,False,False,0.005323542002259448,5.016294739764648,4.530143980446727,0.006301207991782576,250,"(20260922, 1, 0, 0, 3624)",0,
t5,5.0,0,48,192,0.25,3625,1.0020927285938988,0.43879653810672226,0.5924519405540829,31.0,18.0,0.3600858204051296,0.020004767800284977,False,False,False,0.007430788782769222,5.189292137307792,4.021756310967168,0.006279124994762242,250,"(20260922, 1, 0, 0, 3625)",0,
t5,5.0,0,48,192,0.25,3626,0.6846328179050913,0.39476065684702283,0.4523189498998592,31.0,18.0,0.277699942049277,0.015427774558293167,False,False,False,0.004934788920687352,10.485214468650463,4.3082803416892625,0.0061500840238295496,250,"(20260922, 1, 0, 0, 3626)",0,
t5,5.0,0,48,192,0.25,3627,0.5851316639200679,0.4366106551053406,0.44298208894662344,31.0,18.0,0.3570007539559315,0.019833375219773974,False,False,False,0.005901668512533501,6.4954342712726705,5.296893053333065,0.006191207969095558,250,"(20260922, 1, 0, 0, 3627)",0,
t5,5.0,0,48,192,0.25,3628,0.4229998620548978,0.2305814701414672,0.253363836685672,31.0,18.0,0.3469151997194307,0.019273066651079484,False,False,False,0.006139556103246075,5.444561572923734,4.044745474076434,0.0062021249905228615,250,"(20260922, 1, 0, 0, 3628)",0,
t5,5.0,0,48,192,0.25,3629,0.5876241620807413,0.6098513518759795,0.5607553940542835,31.0,18.0,0.35777521963726727,0.019876401090959294,False,False,False,0.005177257832144251,4.852324536952257,3.4130511442217686,0.006235625012777746,250,"(20260922, 1, 0, 0, 3629)",0,
t5,5.0,0,48,192,0.25,3630,0.6419163891830142,0.3307749647441766,0.3895531725447038,31.0,18.0,0.3087964729958138,0.017155359610878544,False,False,False,0.0052792041153871426,8.401570942545856,4.501739066030852,0.006216791982296854,250,"(20260922, 1, 0, 0, 3630)",0,
t5,5.0,0,48,192,0.25,3631,0.8810038544815612,0.5183307328317855,0.6005090581958613,31.0,18.0,0.2772340103336106,0.015401889462978368,False,False,False,0.0047670832410470695,10.377768658532021,4.847113782032769,0.006176874972879887,250,"(20260922, 1, 0, 0, 3631)",0,
t5,5.0,0,48,192,0.25,3632,0.7844895897812262,0.5603859355427441,0.596949660705226,31.0,18.0,0.30758002870505674,0.01708777937250315,False,False,False,0.005295546262212857,7.386651298091608,6.036688499223313,0.006153209018521011,250,"(20260922, 1, 0, 0, 3632)",0,
t5,5.0,0,48,192,0.25,3633,1.1585129695852667,0.5111257543401788,0.6953031659305191,31.0,18.0,0.3067240455166133,0.017040224750922962,False,False,False,0.005942246664171568,5.38376292544101,4.450171855245629,0.0061558340094052255,250,"(20260922, 1, 0, 0, 3633)",0,
t5,5.0,0,48,192,0.25,3634,0.5418125473735194,0.2661511936574363,0.3184697232069137,31.0,18.0,0.35303223253415,0.019612901807452777,False,False,False,0.005713659615449218,9.22891894099011,4.770784633490763,0.006186874990817159,250,"(20260922, 1, 0, 0, 3634)",0,
t5,5.0,0,48,192,0.25,3635,0.5119625895513719,0.5598847262519939,0.5015101056323702,31.0,18.0,0.3538020059185758,0.019655666995476433,False,False,False,0.004602335984049295,10.05702276786195,3.6863280537131113,0.006207458965945989,250,"(20260922, 1, 0, 0, 3635)",0,
t5,5.0,0,48,192,0.25,3636,0.6717482862015667,0.3392408261256331,0.4063684995088458,31.0,18.0,0.283450270839393,0.015747237268855168,False,False,False,0.005652593648948348,10.038095266205174,6.130929472863829,0.006220958021003753,250,"(20260922, 1, 0, 0, 3636)",0,
t5,5.0,0,48,192,0.25,3637,0.2793058207043205,0.33128560265382423,0.27147291214883174,31.0,18.0,0.38384034591602534,0.021324463662001407,False,False,False,0.006669290660243796,7.588402197966162,3.946932473916285,0.0061876249965280294,250,"(20260922, 1, 0, 0, 3637)",0,
t5,5.0,0,48,192,0.25,3638,0.7401424484354675,0.5784226967551073,0.5920102495249762,31.0,18.0,0.36430739196792433,0.020239299553773574,False,False,False,0.006262132618290775,18.47598303039668,3.930951707594497,0.006170084001496434,250,"(20260922, 1, 0, 0, 3638)",0,
t5,5.0,0,48,192,0.25,3639,0.2877166493524422,0.32357351939096407,0.2686886915394042,31.0,18.0,0.4261454827499537,0.023674749041664094,False,False,False,0.006954338477372054,5.575320542279283,4.191857011005064,0.0061963750049471855,250,"(20260922, 1, 0, 0, 3639)",0,
t5,5.0,0,48,192,0.25,3640,0.334287014752084,0.2742866185932703,0.25211799233387444,31.0,18.0,0.40038511140743455,0.02224361730041303,False,False,False,0.006154686638394577,4.764452794963303,4.555860811232708,0.0061549999518319964,250,"(20260922, 1, 0, 0, 3640)",0,
t5,5.0,0,48,192,0.25,3641,1.4129153948590847,0.8601331591126958,1.054650629684071,31.0,16.0,0.35217471223327446,0.022010919514579654,False,False,False,0.006213011438283192,4.6575012432448295,7.458390640055138,0.00618516601389274,250,"(20260922, 1, 0, 0, 3641)",0,
t5,5.0,0,48,192,0.25,3642,0.574445662972702,0.24635668611902845,0.31643769003930106,31.0,18.0,0.34821384529110433,0.019345213627283572,False,False,False,0.00596817313875817,8.802919013038887,4.431722294805272,0.006147083011455834,250,"(20260922, 1, 0, 0, 3642)",0,
t5,5.0,0,48,192,0.25,3643,0.2186991172749873,0.3611860968021814,0.27026292338531277,31.0,18.0,0.36141480264693077,0.02007860014705171,False,False,False,0.005409823584342415,4.770345579992314,3.808620686486413,0.006180791009683162,250,"(20260922, 1, 0, 0, 3643)",0,
t5,5.0,0,48,192,0.25,3644,1.0341236313694941,0.5348062219536388,0.6658153535964426,31.0,18.0,0.3243655627422397,0.01802030904123554,False,False,False,0.0057458041877410425,11.895722948531322,8.939931567018018,0.006142708007246256,250,"(20260922, 1, 0, 0, 3644)",0,
t5,5.0,0,48,192,0.25,3645,0.6816790056302849,0.37255393116741015,0.43788621375119097,31.0,18.0,0.3104325396880407,0.01724625220489115,False,False,False,0.0051576405999469435,5.48725984207546,4.0030411493878,0.006205457961186767,250,"(20260922, 1, 0, 0, 3645)",0,
t5,5.0,0,48,192,0.25,3646,0.6921351414894259,0.49107184707126916,0.517804291705392,31.0,18.0,0.37126584263944234,0.020625880146635685,False,False,False,0.005620331206980773,7.247533127043838,3.8670976320787576,0.006233500025700778,250,"(20260922, 1, 0, 0, 3646)",0,
t5,5.0,0,48,192,0.25,3647,0.5992364924626902,0.6645168845461837,0.6021607694049907,31.0,18.0,0.38980215668554363,0.02165567537141909,False,False,False,0.005961399797462461,9.585405129022986,4.020526094778376,0.006205291021615267,250,"(20260922, 1, 0, 0, 3647)",0,
t5,5.0,0,48,192,0.25,3648,0.8537789897954806,0.6219672945869351,0.6623760471561819,31.0,18.0,0.3287404603958155,0.01826335891087864,False,False,False,0.004770981927210933,7.893003869351749,3.9890725015046953,0.0062350829830393195,250,"(20260922, 1, 0, 0, 3648)",0,
t5,5.0,0,48,192,0.25,3649,0.40896261463449424,0.5069448982685578,0.43328606334612196,31.0,18.0,0.3728453586333061,0.02071363103518367,False,False,False,0.0048467080020845365,7.8588652752628345,4.9950460335639155,0.006196916045155376,250,"(20260922, 1, 0, 0, 3649)",0,
t5,5.0,0,48,192,0.25,3650,1.2488308984191425,0.5432185671891006,0.746735194665791,31.0,18.0,0.2804889651169586,0.015582720284275478,False,False,False,0.004877880746706877,3.177434386448702,4.433662782058911,0.006205167039297521,250,"(20260922, 1, 0, 0, 3650)",0,
t5,5.0,0,48,192,0.25,3651,0.6847399473603978,0.3825744303490693,0.4448937910247175,31.0,18.0,0.3694539535943402,0.02052521964413001,False,False,False,0.006418662155190791,5.761359400100907,5.259655659087861,0.006270333018619567,250,"(20260922, 1, 0, 0, 3651)",0,
t5,5.0,0,48,192,0.25,3652,2.914351665045338,1.4814564720986145,1.9330530979989922,31.0,18.0,0.25522630265270607,0.014179239036261448,False,False,False,0.005876990355622778,13.2633916903293,6.288393825880877,0.006221082992851734,250,"(20260922, 1, 0, 0, 3652)",0,
t5,5.0,0,48,192,0.25,3653,0.3539840391021607,0.26636929003309356,0.25432019238858466,31.0,18.0,0.34581091434819244,0.01921171746378847,False,False,False,0.005137802944519906,6.940424423919004,4.705670227777814,0.006194625049829483,250,"(20260922, 1, 0, 0, 3653)",0,
t5,5.0,0,48,192,0.25,3654,0.9085631423567291,0.4601124759764783,0.5779240874760423,31.0,18.0,0.3244034509249521,0.018022413940275116,False,False,False,0.005781198489675041,6.563247566444051,4.549544140147651,0.0061995830037631094,250,"(20260922, 1, 0, 0, 3654)",0,
t5,5.0,0,48,192,0.25,3655,0.5358463612385513,0.2972337986111564,0.3342366683503256,31.0,18.0,0.30613418124074837,0.01700745451337491,False,False,False,0.005271807221028902,6.887782507634881,3.8458624559158796,0.006187749968376011,250,"(20260922, 1, 0, 0, 3655)",0,
t5,5.0,0,48,192,0.25,3656,0.30765859591420763,0.5516751707003723,0.42877143308675997,31.0,18.0,0.41117681226509073,0.022843156236949484,False,False,False,0.0050696120103711885,4.271669796128905,4.792233163862035,0.006222500000149012,250,"(20260922, 1, 0, 0, 3656)",0,
t5,5.0,0,48,192,0.25,3657,0.47016483524468566,0.45833532593144377,0.42526889785888344,31.0,18.0,0.3563248596805586,0.01979582553780881,False,False,False,0.0057257674862418095,5.031354350696994,5.975981292702019,0.006214250053744763,250,"(20260922, 1, 0, 0, 3657)",0,
t5,5.0,0,48,192,0.25,3658,0.8049797481556368,0.5019536819687318,0.5681940230888644,31.0,18.0,0.3367457070983534,0.01870809483879741,False,False,False,0.00553975080472026,6.2579764863474265,6.048263167607784,0.0062072500004433095,250,"(20260922, 1, 0, 0, 3658)",0,
t5,5.0,0,48,192,0.25,3659,0.56397730894837,0.43076818370258535,0.4375203582430238,31.0,18.0,0.3413993117472366,0.018966628430402033,False,False,False,0.0059791980511870405,5.587851717377358,4.896669548675807,0.0062242079875431955,250,"(20260922, 1, 0, 0, 3659)",0,
t5,5.0,0,48,192,0.25,3660,0.6090449060061938,0.3226378287491807,0.37933276729767296,31.0,18.0,0.29556685305777586,0.01642038072543199,False,False,False,0.004954753865152328,6.54895040923771,4.392477775789834,0.006210249965079129,250,"(20260922, 1, 0, 0, 3660)",0,
t5,5.0,0,48,192,0.25,3661,0.6791277034583756,0.3054577201776257,0.39134755407059657,31.0,18.0,0.3371883898627721,0.01873268832570956,False,False,False,0.0066667004423813046,9.458248831238715,4.41504646571648,0.006252124963793904,250,"(20260922, 1, 0, 0, 3661)",0,
t5,5.0,0,48,192,0.25,3662,0.44189127162444225,0.442031465623711,0.39824398035509806,31.0,18.0,0.37934350175923537,0.02107463898662419,False,False,False,0.005551632303842299,6.846471182432794,3.6984639513421556,0.006156791991088539,250,"(20260922, 1, 0, 0, 3662)",0,
t5,5.0,0,48,192,0.25,3663,0.28789911006078994,0.2889460779102192,0.2478150412912557,31.0,18.0,0.31748442820854883,0.017638023789363824,False,False,False,0.0055462508171623525,4.580993553747997,4.427836678237618,0.006187708990182728,250,"(20260922, 1, 0, 0, 3663)",0,
t5,5.0,0,48,192,0.25,3664,1.076570709449683,0.436345644990015,0.6104317061226145,31.0,18.0,0.2607001948100381,0.014483344156113227,False,False,False,0.0054006798786632075,4.2233829710831055,5.018833003095083,0.006217833026312292,250,"(20260922, 1, 0, 0, 3664)",0,
t5,5.0,0,48,192,0.25,3665,0.6842395895859614,0.5604376547389123,0.5639896781845085,31.0,18.0,0.33091666633970623,0.01838425924109479,False,False,False,0.005052710223259166,8.059402138675166,4.248284896928036,0.006217791989911348,250,"(20260922, 1, 0, 0, 3665)",0,
t5,5.0,0,48,192,0.25,3666,0.3205075407823947,0.09227748762481593,0.12819015241253692,31.0,18.0,0.30692118732990925,0.017051177073883848,False,False,False,0.0057832488094282635,5.093131543060349,3.7474356800882918,0.006202958000358194,250,"(20260922, 1, 0, 0, 3666)",0,
t5,5.0,0,48,192,0.25,3667,1.6298650626253064,0.8772435262697666,1.1006675796426606,31.0,18.0,0.2888381523840384,0.016046564021335467,False,False,False,0.005431356867028518,6.376232998588634,4.450073897461472,0.006210624997038394,250,"(20260922, 1, 0, 0, 3667)",0,
t5,5.0,0,48,192,0.25,3668,0.6415967051292877,0.6087069631197026,0.5812247799994142,31.0,18.0,0.351322530588599,0.01951791836603328,False,False,False,0.00589788066460111,8.045203842584229,3.9728314967877743,0.006199957977514714,250,"(20260922, 1, 0, 0, 3668)",0,
t5,5.0,0,48,192,0.25,3669,0.3326150396863918,0.26239640486898014,0.24441441049322932,31.0,18.0,0.3422230659790504,0.01901239255439169,False,False,False,0.005274551982913769,4.604519070237359,4.421083422777254,0.006220165989361703,250,"(20260922, 1, 0, 0, 3669)",0,
t5,5.0,0,48,192,0.25,3670,0.4878357698473792,0.45276757792641054,0.4219694257514987,31.0,18.0,0.35468785085668,0.019704880603148886,False,False,False,0.0050872820325428905,9.44819277288003,4.192214239452455,0.00619583303341642,250,"(20260922, 1, 0, 0, 3670)",0,
t5,5.0,0,48,192,0.25,3671,0.8689397929675513,0.20652409545925252,0.3935822664178467,31.0,18.0,0.2916657626528823,0.016203653480715684,False,False,False,0.00592755855580611,5.296866181904295,4.682516245042877,0.006181374948937446,250,"(20260922, 1, 0, 0, 3671)",0,
t5,5.0,0,48,192,0.25,3672,0.6493795150167195,0.7166099716195269,0.6524446438079938,31.0,18.0,0.3503614274339613,0.019464523746331185,False,False,False,0.00417786576592652,6.31762742784875,3.0924522206682874,0.00622241705423221,250,"(20260922, 1, 0, 0, 3672)",0,
t5,5.0,0,48,192,0.25,3673,0.4702689438818938,0.2883315914227548,0.3097975733873787,31.0,18.0,0.3312143365876326,0.0184007964770907,False,False,False,0.00583388261198692,5.843847679925649,5.979671689799662,0.006186457991134375,250,"(20260922, 1, 0, 0, 3673)",0,
t5,5.0,0,48,192,0.25,3674,0.948100931461168,0.38408224462122637,0.533988566802615,31.0,18.0,0.326697538030072,0.01814986322389289,False,False,False,0.005701133300443096,7.045078041411243,4.839316945434319,0.006254541978705674,250,"(20260922, 1, 0, 0, 3674)",0,
t5,5.0,0,48,192,0.25,3675,0.5384082111476458,0.3067369117134625,0.3433904902146784,31.0,18.0,0.3445141302030085,0.019139673900167138,False,False,False,0.005972958303816654,7.08882629059549,5.759293319572286,0.006213207961991429,250,"(20260922, 1, 0, 0, 3675)",0,
t5,5.0,0,48,192,0.25,3676,0.8279587039738785,0.4473419921471942,0.5336703926199781,31.0,18.0,0.2897563713617346,0.016097576186763034,False,False,False,0.004634087548105951,6.59363698398657,3.3187279437169837,0.006268791970796883,250,"(20260922, 1, 0, 0, 3676)",0,
t5,5.0,0,48,192,0.25,3677,0.34640282307000725,0.2856937568417331,0.2610835277464706,31.0,18.0,0.3052900075466457,0.01696055597481365,False,False,False,0.00449562724828129,8.098543058543315,4.8440811808339745,0.0062502920045517385,250,"(20260922, 1, 0, 0, 3677)",0,
t5,5.0,0,48,192,0.25,3678,0.28308965437877454,0.3029959083220957,0.2538101699901526,31.0,18.0,0.288047402449314,0.016002633469406332,False,False,False,0.004450398716209541,5.80818742950687,5.140312263109936,0.0062601250247098505,250,"(20260922, 1, 0, 0, 3678)",0,
t5,5.0,0,48,192,0.25,3679,0.3321463907762366,0.458196383049414,0.37525215999225775,31.0,18.0,0.38655203058530796,0.021475112810294888,False,False,False,0.005565854447306298,4.445265658984392,6.776983301239388,0.0062205829890444875,250,"(20260922, 1, 0, 0, 3679)",0,
t5,5.0,0,48,192,0.25,3680,1.7046234861983725,0.7886792124980885,1.0653049661583995,31.0,18.0,0.324300902560791,0.018016716808932836,False,False,False,0.005963179809533965,5.408434517078846,3.762402168567989,0.0062441250192932785,250,"(20260922, 1, 0, 0, 3680)",0,
t5,5.0,0,48,192,0.25,3681,1.1900883753883185,0.5039264270085257,0.7008423792849655,31.0,18.0,0.32929621029071643,0.0182942339050398,False,False,False,0.006447577460174308,7.751982459300697,6.160257652348062,0.006199916009791195,250,"(20260922, 1, 0, 0, 3681)",0,
t5,5.0,0,48,192,0.25,3682,0.533355126363646,0.34181183846544855,0.36538167500063556,31.0,18.0,0.36026630680843563,0.02001479482269087,False,False,False,0.005610126161186176,4.731762863392341,3.882093540827556,0.006184875033795834,250,"(20260922, 1, 0, 0, 3682)",0,
t5,5.0,0,48,192,0.25,3683,0.7940821974974049,0.3908302953870364,0.4871222603162729,31.0,18.0,0.3531793957628058,0.0196210775423781,False,False,False,0.006497569690669501,8.304293061945684,5.763683490726567,0.006176624970976263,250,"(20260922, 1, 0, 0, 3683)",0,
t5,5.0,0,48,192,0.25,3684,0.35679178272798673,0.4393273372413081,0.36908140493511477,31.0,18.0,0.3056212165192442,0.016978956473291344,False,False,False,0.0039794163482844555,8.30919661000539,3.7346461695632867,0.006241082970518619,250,"(20260922, 1, 0, 0, 3684)",0,
t5,5.0,0,48,192,0.25,3685,0.7600222221067716,0.7905579310991327,0.7419039417270541,31.0,18.0,0.433603974943594,0.024089109719088554,False,False,False,0.005882989152147279,11.79725887373166,7.32793582947221,0.006192166998516768,250,"(20260922, 1, 0, 0, 3685)",0,
t5,5.0,0,48,192,0.25,3686,0.341309890872628,0.4253925868153826,0.3551544562151927,31.0,18.0,0.32411507903702713,0.018006393279834842,False,False,False,0.005095064041322169,10.099973631658523,3.30195635189506,0.006201917014550418,250,"(20260922, 1, 0, 0, 3686)",0,
t5,5.0,0,48,192,0.25,3687,0.9052713413767095,0.40496722170902993,0.5341484234847106,31.0,18.0,0.3487089484988851,0.019372719361049173,False,False,False,0.00799683206702483,10.432138794143487,4.551361169251385,0.006226708006579429,250,"(20260922, 1, 0, 0, 3687)",0,
t5,5.0,0,48,192,0.25,3688,0.42394834136951665,0.46056032263589325,0.4058161324413296,31.0,18.0,0.3911709108026118,0.021731717266811765,False,False,False,0.005615794118344872,4.995327352324483,5.10602395049045,0.006200416013598442,250,"(20260922, 1, 0, 0, 3688)",0,
t5,5.0,0,48,192,0.25,3689,0.47636405229069,0.4951924424035643,0.4518926746092578,31.0,18.0,0.3398026739248847,0.01887792632916026,False,False,False,0.004942510916918989,7.755328642454047,4.850843075879732,0.006206833990290761,250,"(20260922, 1, 0, 0, 3689)",0,
t5,5.0,0,48,192,0.25,3690,0.2948960575913737,0.3679790672865699,0.3016279205102797,31.0,18.0,0.3841866974422276,0.02134370541345709,False,False,False,0.00657042884737566,3.5368826864647427,4.459825561145758,0.006206416001077741,250,"(20260922, 1, 0, 0, 3690)",0,
t5,5.0,0,48,192,0.25,3691,1.1396974494767624,0.5556223062418346,0.7209054786641738,31.0,18.0,0.34325460477348785,0.019069700265193768,False,False,False,0.006378177445477606,6.598460760365935,4.530652859208551,0.006195875001139939,250,"(20260922, 1, 0, 0, 3691)",0,
t5,5.0,0,48,192,0.25,3692,1.4269087051209781,0.8443800369489279,1.0128037510432906,31.0,18.0,0.2994285305584022,0.016634918364355676,False,False,False,0.00577501371806558,5.9552658266675955,5.266709006822739,0.006181166972965002,250,"(20260922, 1, 0, 0, 3692)",0,
t5,5.0,0,48,192,0.25,3693,0.3342117761428579,0.21067028283337436,0.20984624150976072,31.0,18.0,0.25448741562607713,0.014138189757004285,False,False,False,0.003928534515030911,5.578858679540583,5.3144698962238905,0.006196125003043562,250,"(20260922, 1, 0, 0, 3693)",0,
t5,5.0,0,48,192,0.25,3694,0.33368367374687047,0.2954908667354616,0.266541834385013,31.0,18.0,0.3291648805074785,0.01828693780597103,False,False,False,0.0049164824675092126,5.939000437302043,4.134760002947487,0.00615283299703151,250,"(20260922, 1, 0, 0, 3694)",0,
t5,5.0,0,48,192,0.25,3695,0.8591350102198471,0.6767624937918356,0.6999702133787853,31.0,18.0,0.3446184022474382,0.019145466791524346,False,False,False,0.005587287084552818,7.6158874560521195,5.226188861029451,0.006134250026661903,250,"(20260922, 1, 0, 0, 3695)",0,
t5,5.0,0,48,192,0.25,3696,0.27664398763575687,0.31757380845415695,0.26067560564814407,31.0,18.0,0.3228091103331478,0.017933839462952655,False,False,False,0.0052993819907473675,6.772030462686967,3.761674281072511,0.0061638340121135116,250,"(20260922, 1, 0, 0, 3696)",0,
t5,5.0,0,48,192,0.25,3697,0.548750178118411,0.4539222618166512,0.4458202622066204,31.0,18.0,0.3492303318914447,0.019401685105080262,False,False,False,0.005212640032841209,7.928645745260925,5.396647130620457,0.006198832998052239,250,"(20260922, 1, 0, 0, 3697)",0,
t5,5.0,0,48,192,0.25,3698,0.849862295822222,0.9249905995263898,0.8627316919769594,31.0,18.0,0.35149354434326363,0.019527419130181314,False,False,False,0.004009788488220634,20.684462252220552,5.272486428474043,0.006146916013676673,250,"(20260922, 1, 0, 0, 3698)",0,
